npsn,nama_sekolah,jenjang,kecamatan,kota_kabupaten,jumlah_siswa
20109289,SDN Pulogebang 25 Pg.,SD,Cakung,Jakarta Timur ,441
20109298,SD NEGERI PULO 07 PG,SD,Kebayoran Baru,Jakarta Selatan ,182
20109299,SDN PONDOK PINANG 01,SD,Kebayoran Lama,Jakarta Selatan ,496
20109301,SD NEGERI KEMBANGAN UTARA 05 PG,SD,Kembangan,Jakarta Barat ,361
20109302,SD NEGERI CIKOKO 03 PAGI,SD,Pancoran,Jakarta Selatan ,387
20109327,SDN Pekojan 06 Petang,SD,Tambora,Jakarta Barat ,178
20112443,SMK NEGERI 63 JAKARTA,SMK,Jagakarsa,Jakarta Selatan ,711
21104166,SD NEGERI JATINEGARA 05 PAGI,SD,Cakung,Jakarta Timur ,376
69800097,SMP NEGERI 289 JAKARTA,SMP,Cilincing,Jakarta Utara ,889
69862980,SD NEGERI RAWAMANGUN 07 PAGI,SD,Pulo Gadung,Jakarta Timur ,296
69980873,SDN MARUNDA 05,SD,Cilincing,Jakarta Utara ,639
69980874,SMPN 290,SMP,Cilincing,Jakarta Utara ,485
69992314,SMK Negeri 70 Jakarta,SMK,Duren Sawit,Jakarta Timur ,205
69992315,SMK Negeri 64 Jakarta,SMK,Kramat Jati,Jakarta Timur ,139
69992316,SMK Negeri 65 Jakarta,SMK,Jatinegara,Jakarta Timur ,210
69992317,SMK Negeri 66 Jakarta,SMK,Cipayung,Jakarta Timur ,315
69992318,SMK Negeri 67 Jakarta,SMK,Pasar Rebo,Jakarta Timur ,205
69992319,SMK Negeri 68 Jakarta,SMK,Ciracas,Jakarta Timur ,207
69992321,SMK Negeri 69 Jakarta,SMK,Cakung,Jakarta Timur ,314
69992322,SMK Negeri 71 Jakarta,SMK,Cakung,Jakarta Timur ,416
69992323,SMK Negeri 73 Jakarta,SMK,Cengkareng,Jakarta Barat ,212
69992346,SMK Negeri 72 Jakarta,SMK,Cengkareng,Jakarta Barat ,198
20109280,SLB NEGERI 7 JAKARTA,SLB,Jatinegara,Jakarta Timur ,278
20109970,SLBN 3 JAKARTA,SLB,Tanah Abang,Jakarta Pusat ,201
20109425,SLB Negeri 01 Jakarta,SLB,Cilandak,Jakarta Selatan ,310
20103099,SLB A PEMBINA TINGKAT NASIONAL,SLB,Cilandak,Jakarta Selatan ,91
20103089,SLB N 02 JAKARTA,SLB,Jagakarsa,Jakarta Selatan ,237
69980881,SLBN 8,SLB,Cilincing,Jakarta Utara ,118
69988460,SLB NEGERI 11 JAKARTA,SLB,Tebet,Jakarta Selatan ,122
20109529,SLB Negeri 6 Jakarta,SLB,Kembangan,Jakarta Barat ,138
69988475,SLB NEGERI 10,SLB,Kali Deres,Jakarta Barat ,177
20112403,SLB NEGERI 5 JAKARTA,SLB,Palmerah,Jakarta Barat ,170
69988408,SLB NEGERI 12 JAKARTA,SLB,Jagakarsa,Jakarta Selatan ,136
69988210,SLB Negeri 9 Jakarta,SLB,Tanjung Priok,Jakarta Utara ,261
20110821,SLB NEGERI 4 JAKARTA,SLB,Koja,Jakarta Utara ,219
20109795,TK Negeri Penggilingan,PAUD,Cakung,Jakarta Timur ,50
20110450,TK Negeri Kebon Kacang,PAUD,Tanah Abang,Jakarta Pusat ,19
20110491,TK Negeri Besuki,PAUD,Menteng,Jakarta Pusat ,27
20110492,TK Negeri Cilacap ,PAUD,Menteng,Jakarta Pusat ,26
69949368,TK Negeri Bendungan Hilir,PAUD,Tanah Abang,Jakarta Pusat ,31
20110494,TK Negeri Tegal,PAUD,Menteng,Jakarta Pusat ,33
69857136,TK Negeri Semper,PAUD,Cilincing,Jakarta Utara ,62
20110688,TK Negeri Sunter Agung,PAUD,Tanjung Priok,Jakarta Utara ,46
69857113,TK Negeri Rorotan,PAUD,Cilincing,Jakarta Utara ,63
20110716,TK Negeri Papanggo,PAUD,Tanjung Priok,Jakarta Utara ,46
20111015,TK Negeri Meruya Utara 01,PAUD,Kembangan,Jakarta Barat ,34
20111016,TK Negeri Meruya Utara 02,PAUD,Kembangan,Jakarta Barat ,40
20111017,TK Negeri Meruya Selatan,PAUD,Kembangan,Jakarta Barat ,59
69830838,TK Negeri Bintaro,PAUD,Pesanggrahan,Jakarta Selatan ,32
20111591,TK Negeri Cipete,PAUD,Cilandak,Jakarta Selatan ,31
69830867,TK Negeri Pembina Tingkat Nasional,PAUD,Pesanggrahan,Jakarta Selatan ,60
20112079,TK Negeri Pembina DKI,PAUD,Duren Sawit,Jakarta Timur ,36
69831047,TK Negeri Latihan II,PAUD,Setia Budi,Jakarta Selatan ,21
69920820,TKN Menteng 01,PAUD,Menteng,Jakarta Pusat ,28
69946822,TKN Sawah Besar 01,PAUD,Sawah Besar,Jakarta Pusat ,20
69820326,TKN Kemayoran 01,PAUD,Kemayoran,Jakarta Pusat ,32
69820409,TKN Kemayoran 02,PAUD,Kemayoran,Jakarta Pusat ,29
69922070,TKN Cilincing 01,PAUD,Cilincing,Jakarta Utara ,25
69857065,TKN Koja 01,PAUD,Koja,Jakarta Utara ,40
69790218,TKN Keb. Lama 01,PAUD,Kebayoran Lama,Jakarta Selatan ,15
69820655,TKN Jagakarsa 01,PAUD,Jagakarsa,Jakarta Selatan ,25
69945300,TKN Cilandak 01,PAUD,Cilandak,Jakarta Selatan ,21
69978626,TKN Mampang P 01,PAUD,Mampang Prapatan,Jakarta Selatan ,11
69785991,TKN Keb. Baru 01,PAUD,Kebayoran Baru,Jakarta Selatan ,17
69820775,TKN Duren Sawit 01,PAUD,Duren Sawit,Jakarta Timur ,23
69827381,TKN Duren Sawit 02,PAUD,Duren Sawit,Jakarta Timur ,24
20109732,TKN Pulogadung 01,PAUD,Pulo Gadung,Jakarta Timur ,23
20110174,TKN Kramat Jati 02,PAUD,Kramat Jati,Jakarta Timur ,26
69917439,TKN Pasar Rebo 01,PAUD,Pasar Rebo,Jakarta Timur ,25
20177833,TKN Pasar Rebo 02,PAUD,Pasar Rebo,Jakarta Timur ,16
20112469,TKN Pasar Rebo 03,PAUD,Pasar Rebo,Jakarta Timur ,18
20109948,TKN Pasar Rebo 04,PAUD,Pasar Rebo,Jakarta Timur ,24
69830164,TKN Cipayung 01,PAUD,Cipayung,Jakarta Timur ,17
69917840,TKN Cipayung 02,PAUD,Cipayung,Jakarta Timur ,15
69963091,TKN Kebon Jeruk 01,PAUD,Kebon Jeruk,Jakarta Barat ,31
69768536,TKN P. Untung J. 01,PAUD,Kepulauan Seribu Selatan,Kepulauan Seribu,47
69768531,TKN P. Tidung 01,PAUD,Kepulauan Seribu Selatan,Kepulauan Seribu,22
69768532,TKN P. Tidung 02,PAUD,Kepulauan Seribu Selatan,Kepulauan Seribu,29
69768533,TKN P. Tidung 03,PAUD,Kepulauan Seribu Selatan,Kepulauan Seribu,25
69768535,TKN P. Pari 01,PAUD,Kepulauan Seribu Selatan,Kepulauan Seribu,31
20112492,TKN P. Kelapa 01,PAUD,Kepulauan Seribu Utara,Kepulauan Seribu,33
69768538,TKN P. Harapan 01,PAUD,Kepulauan Seribu Utara,Kepulauan Seribu,37
69768537,TKN P. Panggang 01,PAUD,Kepulauan Seribu Utara,Kepulauan Seribu,33
69988258,TKN Kalideres 01,PAUD,Kali Deres,Jakarta Barat ,33
69988567,TKN Tambora 01,PAUD,Tambora,Jakarta Barat ,23
69988293,TKN Cengkareng 01,PAUD,Cengkareng,Jakarta Barat ,43
69989277,TKN Pancoran 01,PAUD,Pancoran,Jakarta Selatan ,28
69989178,TKN Pasar Minggu 01,PAUD,Pasar Minggu,Jakarta Selatan ,32
69988862,TKN Tebet 01,PAUD,Tebet,Jakarta Selatan ,29
69988920,TKN Pulogadung 02,PAUD,Pulo Gadung,Jakarta Timur ,33
69988919,TKN Matraman 01,PAUD,Matraman,Jakarta Timur ,25
69988921,TKN Jatinegara 01,PAUD,Jatinegara,Jakarta Timur ,29
69988000,TKN Kramat Jati 03,PAUD,Kramat Jati,Jakarta Timur ,19
69987999,TKN Makasar 01,PAUD,Makasar,Jakarta Timur ,20
69988059,TKN Ciracas 01,PAUD,Ciracas,Jakarta Timur ,19
69988193,TKN Cipayung 03,PAUD,Cipayung,Jakarta Timur ,20
69986230,TKN Pademangan 01,PAUD,Pademangan,Jakarta Utara ,33
69988621,TKN Penjaringan 01,PAUD,Penjaringan,Jakarta Utara ,75
69987715,TKN Kelapa Gading 01,PAUD,Kelapa Gading,Jakarta Utara ,26
69980385,TKN Koja 02,PAUD,Koja,Jakarta Utara ,45
69981918,TKN Cilincing 02,PAUD,Cilincing,Jakarta Utara ,38
69979428,TPA Negeri Bale Bermain Balai Kota,PAUD,Gambir,Jakarta Pusat ,5
69990118,TPAN BB Pelangi,PAUD,Kembangan,Jakarta Barat ,14
69991042,TPAN BB Serasi,PAUD,Kebayoran Baru,Jakarta Selatan ,10
69990294,TPAN BB Maju Bersama,PAUD,Gambir,Jakarta Pusat ,4
69990878,TPAN BB Anwari,PAUD,Cakung,Jakarta Timur ,22
69987433,TPA Negeri Bale Bermain Yos Sudarso,PAUD,Tanjung Priok,Jakarta Utara ,5
69989306,TPAN Bina Tunas Jaya Ii,PAUD,Kebayoran Baru,Jakarta Selatan ,13
69990946,TPAN Bina Tunas Jaya Iii,PAUD,Sawah Besar,Jakarta Pusat ,8
69989245,TPAN Bina Tunas Jaya Iv,PAUD,Senen,Jakarta Pusat ,20
69989585,TPAN Bina Tunas Jaya V,PAUD,Ciracas,Jakarta Timur ,8
69991331,TPAN Bina Tunas Jaya Ix,PAUD,Pulo Gadung,Jakarta Timur ,18
69991740,TPAN Bina Tunas Jaya X,PAUD,Pesanggrahan,Jakarta Selatan ,27
69991431,TPAN Bina Tunas Jaya Xiii,PAUD,Tebet,Jakarta Selatan ,11
69990347,SPSN BB Bahagia,PAUD,Sawah Besar,Jakarta Pusat ,12
69990299,SPSN BB Bunda Menteng,PAUD,Menteng,Jakarta Pusat ,10
69990205,SPSN BB Cempaka Putih Ceria,PAUD,Cempaka Putih,Jakarta Pusat ,6
69990204,SPSN BB Johar Baru,PAUD,Johar Baru,Jakarta Pusat ,12
69991742,SPSN BB Ceria,PAUD,Pesanggrahan,Jakarta Selatan ,10
69991741,SPSN BB Alpukat,PAUD,Kebayoran Lama,Jakarta Selatan ,7
69991016,SPSN BB Manggala Praja,PAUD,Pasar Minggu,Jakarta Selatan ,11
69991012,SPSN BB Unggul Dan Terdepan,PAUD,Pancoran,Jakarta Selatan ,9
69991277,SPSN BB Cerdas Ceria,PAUD,Duren Sawit,Jakarta Timur ,6
69990120,SPSN BB Mawar Cipayung,PAUD,Cipayung,Jakarta Timur ,15
69990038,SPSN BB Ciracas Cerdas,PAUD,Ciracas,Jakarta Timur ,15
69990121,SPSN BB Makasar Meriah-,PAUD,Makasar,Jakarta Timur ,12
69990387,SPSN BB Petura,PAUD,Kali Deres,Jakarta Barat ,13
69990099,SPSN BB Palem Merah,PAUD,Palmerah,Jakarta Barat ,10
69990117,SPSN BB Melati,PAUD,Kembangan,Jakarta Barat ,8
69990116,SPSN BB Harapan Jaya,PAUD,Grogol Petamburan,Jakarta Barat ,13
69990089,SPSN BB Demang Ceria,PAUD,Pademangan,Jakarta Utara ,19
69990088,SPSN BB Sahabat Anak,PAUD,Penjaringan,Jakarta Utara ,36
69990708,SPSN BB Gading Kuncup Harmoni,PAUD,Kelapa Gading,Jakarta Utara ,12
69990758,SPSN BB Abdi Praja,PAUD,Cilincing,Jakarta Utara ,21
69917839,TK NEGERI KRAMAT JATI 01,PAUD,Kramat Jati,Jakarta Timur ,45
