npsn,nama_sekolah,jenjang,kecamatan,kota_kabupaten,jumlah_siswa
20103299,SMAN 89 JAKARTA,SMA,Cakung,Jakarta Timur ,743
20103300,SMAN 88 JAKARTA,SMA,Pasar Rebo,Jakarta Timur ,592
20103301,SMAN 81 JAKARTA,SMA,Makasar,Jakarta Timur ,890
20103302,SMAN 76 JAKARTA,SMA,Cakung,Jakarta Timur ,656
20103303,SMAN 71 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,892
20103304,SMAN 67 JAKARTA,SMA,Makasar,Jakarta Timur ,893
20103305,SMAN 64 JAKARTA,SMA,Cipayung,Jakarta Timur ,779
20103306,SMAN 62 JAKARTA,SMA,Kramat Jati,Jakarta Timur ,672
20103307,SMAN 61 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,740
20103308,SMAN 59 JAKARTA,SMA,Duren Sawit,Jakarta Timur ,780
20103309,SMAN 58 JAKARTA,SMA,Ciracas,Jakarta Timur ,892
20103310,SMAN 54 JAKARTA,SMA,Jatinegara,Jakarta Timur ,892
20103311,SMAN 53 JAKARTA,SMA,Jatinegara,Jakarta Timur ,778
20103312,SMAN 51 JAKARTA,SMA,Kramat Jati,Jakarta Timur ,890
20103313,SMAN 50 JAKARTA,SMA,Jatinegara,Jakarta Timur ,777
20103314,SMAN 48 JAKARTA,SMA,Makasar,Jakarta Timur ,892
20103320,SDN PULO GEBANG 20,SD,Cakung,Jakarta Timur ,635
20103321,SD NEGERI PULO GEBANG 19 PETANG,SD,Cakung,Jakarta Timur ,339
20103326,SD NEGERI PULO GEBANG 13 PAGI,SD,Cakung,Jakarta Timur ,739
20103328,SDN Pulogebang 11,SD,Cakung,Jakarta Timur ,761
20103340,SDN Pulogebang 09 Pg.,SD,Cakung,Jakarta Timur ,394
20103341,SDN Pulogebang 08 Pg.,SD,Cakung,Jakarta Timur ,344
20103342,SDN PULOGEBANG 07,SD,Cakung,Jakarta Timur ,578
20103343,SDN Pulogebang 06 Pg.,SD,Cakung,Jakarta Timur ,544
20103346,SD NEGERI PULOGEBANG 24 PAGI,SD,Cakung,Jakarta Timur ,422
20103348,SD NEGERI RAWAMANGUN 09,SD,Pulo Gadung,Jakarta Timur ,593
20103351,SDN RAWAMANGUN 05,SD,Pulo Gadung,Jakarta Timur ,544
20103354,SDN RAWAMANGUN 02,SD,Pulo Gadung,Jakarta Timur ,453
20103356,SDN RAWAMANGUN 01,SD,Pulo Gadung,Jakarta Timur ,760
20103358,SDN RAMBUTAN 06 PAGI,SD,Ciracas,Jakarta Timur ,433
20103359,SDN Rambutan 05 Pg.,SD,Ciracas,Jakarta Timur ,378
20103360,SDN Rambutan 03 Pg.,SD,Ciracas,Jakarta Timur ,702
20103361,SDN Rambutan 02,SD,Ciracas,Jakarta Timur ,563
20103362,SDN Rambutan 01,SD,Ciracas,Jakarta Timur ,363
20103364,SDN Pulogebang 05,SD,Cakung,Jakarta Timur ,600
20103365,SD NEGERI PULO GEBANG 04 PAGI,SD,Cakung,Jakarta Timur ,649
20103369,SDN Pisangan Timur 20 Pg.,SD,Pulo Gadung,Jakarta Timur ,335
20103371,SDN Pisangan Timur 18,SD,Pulo Gadung,Jakarta Timur ,341
20103374,SDN Pisangan Timur 13 Pg.,SD,Pulo Gadung,Jakarta Timur ,514
20103376,SDN PISANGAN TIMUR 11,SD,Pulo Gadung,Jakarta Timur ,355
20103377,SDN Pisangan Timur 10 Pg.,SD,Pulo Gadung,Jakarta Timur ,199
20103380,SDN PISANGAN TIMUR 05 PAGI,SD,Pulo Gadung,Jakarta Timur ,413
20103382,SDN PONDOK RANGGON 02,SD,Cipayung,Jakarta Timur ,707
20103383,SDN PONDOK RANGGON 03 PG,SD,Cipayung,Jakarta Timur ,731
20103384,SDN PONDOK RANGGON 04 PAGI,SD,Cipayung,Jakarta Timur ,797
20103385,SDN Pulogebang 03 Pg.,SD,Cakung,Jakarta Timur ,588
20103386,SDN Pulogebang 02,SD,Cakung,Jakarta Timur ,644
20103387,SD NEGERI PULO GEBANG 01 PAGI,SD,Cakung,Jakarta Timur ,587
20103389,SDN Pulogadung 09 Pg.,SD,Pulo Gadung,Jakarta Timur ,376
20103391,SDN Pulogadung 07,SD,Pulo Gadung,Jakarta Timur ,452
20103392,SDN PULOGADUNG 05,SD,Pulo Gadung,Jakarta Timur ,356
20103394,SD NEGERI PULOGADUNG 03 PAGI,SD,Pulo Gadung,Jakarta Timur ,555
20103396,SDN Pulogadung 01 Pg.,SD,Pulo Gadung,Jakarta Timur ,523
20103397,SDN PONDOK RANGGON 01 PG,SD,Cipayung,Jakarta Timur ,447
20103415,SDN Utan Kayu Selatan 25 Pg.,SD,Matraman,Jakarta Timur ,249
20103416,SD NEGERI UTAN KAYU SELATAN 23 PAGI,SD,Matraman,Jakarta Timur ,213
20103418,SDN Utan Kayu Selatan 20 Pg.,SD,Matraman,Jakarta Timur ,308
20103419,SD NEGERI UTAN KAYU SELATAN 18 PAGI,SD,Matraman,Jakarta Timur ,189
20103439,SDN Utan Kayu Selatan 17 Pg.,SD,Matraman,Jakarta Timur ,356
20103440,SD NEGERI UTAN KAYU SELATAN 16 PAGI,SD,Matraman,Jakarta Timur ,190
20103441,SDN Tengah 01,SD,Kramat Jati,Jakarta Timur ,664
20103445,SDN Susukan 08 Pg.,SD,Ciracas,Jakarta Timur ,379
20103446,SDN Susukan 07 Pg.,SD,Ciracas,Jakarta Timur ,345
20103447,SDN Susukan 06 Pg.,SD,Ciracas,Jakarta Timur ,324
20103448,SDN Susukan 05 Pg.,SD,Ciracas,Jakarta Timur ,410
20103449,SDN Susukan 04 Pg.,SD,Ciracas,Jakarta Timur ,382
20103460,SDN Susukan 03 Pg.,SD,Ciracas,Jakarta Timur ,345
20103461,SDN Susukan 02 Pg.,SD,Ciracas,Jakarta Timur ,379
20103464,SDN SETU 02,SD,Cipayung,Jakarta Timur ,609
20103465,SDN Setu 01 Pg,SD,Cipayung,Jakarta Timur ,574
20103469,SDN Tengah 03,SD,Kramat Jati,Jakarta Timur ,371
20103475,SD NEGERI UJUNG MENTENG 07 PAGI,SD,Cakung,Jakarta Timur ,383
20103476,SD NEGERI UJUNG MENTENG 06 PETANG,SD,Cakung,Jakarta Timur ,281
20103478,SD NEGERI UJUNG MENTENG 03 PAGI,SD,Cakung,Jakarta Timur ,352
20103479,SDN UJUNG MENTENG 02,SD,Cakung,Jakarta Timur ,444
20103483,SDN Tengah 08,SD,Kramat Jati,Jakarta Timur ,499
20103484,SDN Tengah 07 Pg.,SD,Kramat Jati,Jakarta Timur ,619
20103485,SDN TENGAH 06 PAGI,SD,Kramat Jati,Jakarta Timur ,257
20103486,SDN Tengah 05 Pg.,SD,Kramat Jati,Jakarta Timur ,295
20103489,SMP Negeri 158,SMP,Pulo Gadung,Jakarta Timur ,733
20103507,SMP NEGERI 102 JAKARTA,SMP,Pasar Rebo,Jakarta Timur ,658
20103508,SMP NEGERI 103,SMP,Pasar Rebo,Jakarta Timur ,1020
20103509,SMP NEGERI 157 JAKARTA,SMP,Cipayung,Jakarta Timur ,999
20103510,SMP Negeri 150,SMP,Kramat Jati,Jakarta Timur ,894
20103511,SMP Negeri 149,SMP,Jatinegara,Jakarta Timur ,670
20103512,SMP NEGERI 148 JAKARTA,SMP,Jatinegara,Jakarta Timur ,703
20103513,SMP NEGERI 147 JAKARTA,SMP,Ciracas,Jakarta Timur ,994
20103514,SMP NEGERI 146 JAKARTA,SMP,Cakung,Jakarta Timur ,804
20103515,SMP Negeri 144,SMP,Cakung,Jakarta Timur ,888
20103516,SMP NEGERI 14 JAKARTA,SMP,Jatinegara,Jakarta Timur ,487
20103517,SMP NEGERI 139 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,925
20103518,SMP NEGERI 138 JAKARTA,SMP,Cakung,Jakarta Timur ,1105
20103519,SMP Negeri 135,SMP,Duren Sawit,Jakarta Timur ,881
20103520,SMP NEGERI 128 JAKARTA,SMP,Makasar,Jakarta Timur ,816
20103521,SMP NEGERI 126 JAKARTA,SMP,Kramat Jati,Jakarta Timur ,915
20103522,SMP Negeri 117,SMP,Duren Sawit,Jakarta Timur ,769
20103523,SMP Negeri 109 JAKARTA,SMP,Makasar,Jakarta Timur ,929
20103524,SMP NEGERI 106 JAKARTA,SMP,Ciracas,Jakarta Timur ,886
20103564,SMP Negeri 160 JAKARTA,SMP,Cipayung,Jakarta Timur ,662
20103565,SMP Negeri 99,SMP,Pulo Gadung,Jakarta Timur ,889
20103568,SMP NEGERI 281 JAKARTA,SMP,Kramat Jati,Jakarta Timur ,1084
20103569,SMP Negeri 275,SMP,Makasar,Jakarta Timur ,881
20103570,SMP Negeri 272,SMP,Cipayung,Jakarta Timur ,776
20103571,SMP NEGERI 27 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,773
20103572,SMP NEGERI 268 JAKARTA,SMP,Makasar,Jakarta Timur ,984
20103573,SMP Negeri 263,SMP,Kramat Jati,Jakarta Timur ,701
20103574,SMP Negeri 262,SMP,Cakung,Jakarta Timur ,656
20103575,SMP NEGERI 26 JAKARTA,SMP,Jatinegara,Jakarta Timur ,625
20103576,SMP Negeri 259,SMP,Cipayung,Jakarta Timur ,1084
20103577,SMP Negeri 258,SMP,Ciracas,Jakarta Timur ,1077
20103578,SMP NEGERI 257 JAKARTA,SMP,Ciracas,Jakarta Timur ,922
20103579,SMP NEGERI 256 JAKARTA,SMP,Cakung,Jakarta Timur ,985
20103580,SMP Negeri 255,SMP,Duren Sawit,Jakarta Timur ,884
20103581,SMP NEGERI 252 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,991
20103582,SMP Negeri 251,SMP,Pasar Rebo,Jakarta Timur ,641
20103584,SMP Negeri 36,SMP,Jatinegara,Jakarta Timur ,666
20103586,SMP NEGERI 97 JAKARTA,SMP,Matraman,Jakarta Timur ,957
20103587,SMP Negeri 92,SMP,Pulo Gadung,Jakarta Timur ,740
20103588,SMP Negeri 91,SMP,Pasar Rebo,Jakarta Timur ,594
20103589,SMP Negeri 90,SMP,Cakung,Jakarta Timur ,779
20103590,SMP NEGERI 9 JAKARTA,SMP,Ciracas,Jakarta Timur ,882
20103591,SMP NEGERI 81 JAKARTA,SMP,Cipayung,Jakarta Timur ,1021
20103592,SMP NEGERI 80 JAKARTA,SMP,Makasar,Jakarta Timur ,925
20103593,SMP Negeri 74,SMP,Pulo Gadung,Jakarta Timur ,889
20103594,SMP NEGERI 7 JAKARTA,SMP,Matraman,Jakarta Timur ,884
20103595,SMP Negeri 62,SMP,Jatinegara,Jakarta Timur ,954
20103596,SMP NEGERI 6 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,635
20103597,SMP NEGERI 52 JAKARTA,SMP,Jatinegara,Jakarta Timur ,666
20103598,SMP Negeri 51,SMP,Duren Sawit,Jakarta Timur ,855
20103599,SMP Negeri 50,SMP,Kramat Jati,Jakarta Timur ,440
20103601,SMP NEGERI 44 JAKARTA,SMP,Pulo Gadung,Jakarta Timur ,894
20103602,SMP Negeri 25,SMP,Jatinegara,Jakarta Timur ,662
20103603,SMP Negeri 246,SMP,Cipayung,Jakarta Timur ,593
20103604,SMP Negeri 199,SMP,Duren Sawit,Jakarta Timur ,779
20103605,SMP Negeri 198,SMP,Duren Sawit,Jakarta Timur ,764
20103606,SMP Negeri 196,SMP,Cipayung,Jakarta Timur ,521
20103607,SMP NEGERI 195 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,781
20103608,SMP Negeri 194,SMP,Duren Sawit,Jakarta Timur ,889
20103609,SMP Negeri 193,SMP,Cakung,Jakarta Timur ,880
20103610,SMP NEGERI 192 JAKARTA,SMP,Cipayung,Jakarta Timur ,549
20103611,SMP Negeri 188,SMP,Ciracas,Jakarta Timur ,545
20103612,SMP NEGERI 184 JAKARTA,SMP,Pasar Rebo,Jakarta Timur ,1004
20103614,SMP NEGERI 179 JAKARTA,SMP,Pasar Rebo,Jakarta Timur ,1022
20103615,SMP Negeri 174,SMP,Ciracas,Jakarta Timur ,739
20103616,SMP Negeri 172,SMP,Cakung,Jakarta Timur ,893
20103617,SMP NEGERI 171 JAKARTA,SMP,Ciracas,Jakarta Timur ,888
20103618,SMP Negeri 168,SMP,Cakung,Jakarta Timur ,739
20103619,SMP NEGERI 167 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,704
20103620,SMP Negeri 20,SMP,Kramat Jati,Jakarta Timur ,1158
20103621,SMP N 202 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,839
20103622,SMP NEGERI 203 JAKARTA,SMP,Pasar Rebo,Jakarta Timur ,665
20103623,SMP Negeri 243,SMP,Jatinegara,Jakarta Timur ,669
20103624,SMP NEGERI 24 JAKARTA,SMP,Kramat Jati,Jakarta Timur ,664
20103625,SMP Negeri 237,SMP,Cipayung,Jakarta Timur ,657
20103626,SMP Negeri 236,SMP,Cakung,Jakarta Timur ,670
20103627,SMP Negeri 234,SMP,Cakung,Jakarta Timur ,906
20103628,SMP Negeri 233,SMP,Ciracas,Jakarta Timur ,772
20103629,SMP Negeri 232,SMP,Pulo Gadung,Jakarta Timur ,756
20103630,SMP NEGERI 230 JAKARTA,SMP,Cipayung,Jakarta Timur ,1108
20103631,SMP Negeri 223,SMP,Pasar Rebo,Jakarta Timur ,660
20103632,SMP NEGERI 222 JAKARTA,SMP,Cipayung,Jakarta Timur ,668
20103633,SMP NEGERI 217 JAKARTA,SMP,Pasar Rebo,Jakarta Timur ,737
20103634,SMP NEGERI 214 JAKARTA,SMP,Makasar,Jakarta Timur ,873
20103635,SMP NEGERI 213 JAKARTA,SMP,Duren Sawit,Jakarta Timur ,891
20103636,SMP Negeri 210,SMP,Ciracas,Jakarta Timur ,790
20103637,SMP Negeri 209,SMP,Kramat Jati,Jakarta Timur ,881
20103638,SMP NEGERI 208 JAKARTA,SMP,Ciracas,Jakarta Timur ,728
20103639,SMP Negeri 165,SMP,Duren Sawit,Jakarta Timur ,669
20103778,SMKN 7 JAKARTA,SMK,Pulo Gadung,Jakarta Timur ,895
20103779,SMKN 58 JAKARTA,SMK,Cipayung,Jakarta Timur ,1198
20103780,SMKN 52 JAKARTA,SMK,Ciracas,Jakarta Timur ,886
20103781,SMKN 51 JAKARTA,SMK,Cipayung,Jakarta Timur ,840
20103782,SMKN 50 JAKARTA,SMK,Jatinegara,Jakarta Timur ,680
20103783,SMKN 5 JAKARTA,SMK,Matraman,Jakarta Timur ,1136
20103784,SMKN 48 JAKARTA,SMK,Duren Sawit,Jakarta Timur ,846
20103785,SMKN 46 JAKARTA,SMK,Jatinegara,Jakarta Timur ,816
20103786,SMKN 40 JAKARTA,SMK,Matraman,Jakarta Timur ,638
20103787,SMKN 26 JAKARTA,SMK,Pulo Gadung,Jakarta Timur ,1905
20103788,SMKN 24 JAKARTA,SMK,Cipayung,Jakarta Timur ,1231
20103790,SMKN 22 JAKARTA,SMK,Pasar Rebo,Jakarta Timur ,844
20103791,SMKN 10 JAKARTA,SMK,Kramat Jati,Jakarta Timur ,737
20103794,SDN Pisangan Timur 01 Pg.,SD,Pulo Gadung,Jakarta Timur ,512
20104104,SDN Kayu Putih 03,SD,Pulo Gadung,Jakarta Timur ,451
20104105,SDN Jatinegara Kaum 15 Pg.,SD,Pulo Gadung,Jakarta Timur ,315
20104106,SDN Jatinegara Kaum 14 Pg.,SD,Pulo Gadung,Jakarta Timur ,223
20104108,SD NEGERI JATINEGARA KAUM 11 PAGI,SD,Pulo Gadung,Jakarta Timur ,352
20104112,SD NEGERI JATINEGARA KAUM 07 PAGI,SD,Pulo Gadung,Jakarta Timur ,411
20104113,SDN Jatinegara Kaum 06 Pg.,SD,Pulo Gadung,Jakarta Timur ,432
20104114,SDN JATINEGARA KAUM 05,SD,Pulo Gadung,Jakarta Timur ,374
20104116,SDN Jatinegara Kaum 03,SD,Pulo Gadung,Jakarta Timur ,407
20104118,SDN Kayu Putih 08 Pg.,SD,Pulo Gadung,Jakarta Timur ,426
20104119,SDN Kayu Putih 09 Pg.,SD,Pulo Gadung,Jakarta Timur ,376
20104121,SDN Kebon Pala 15 Pagi,SD,Makasar,Jakarta Timur ,224
20104122,SDN Kebon Pala 14 Pg.,SD,Makasar,Jakarta Timur ,202
20104124,SDN Kebon Pala 13 Pagi,SD,Makasar,Jakarta Timur ,219
20104125,SDN Kebon Pala 12 Pg.,SD,Makasar,Jakarta Timur ,284
20104126,SDN Kebon Pala 11 Pg.,SD,Makasar,Jakarta Timur ,286
20104128,SDN Kebon Pala 09,SD,Makasar,Jakarta Timur ,342
20104130,SDN Kebon Pala 07 Pg.,SD,Makasar,Jakarta Timur ,357
20104132,SDN KEBON PALA 05,SD,Makasar,Jakarta Timur ,509
20104133,SDN Kebon Pala 04 Pg.,SD,Makasar,Jakarta Timur ,345
20104134,SDN Kebon Pala 03 Pg.,SD,Makasar,Jakarta Timur ,343
20104135,SDN Kebon Pala 02 Pg.,SD,Makasar,Jakarta Timur ,319
20104138,SDN Jatinegara Kaum 01 Pg.,SD,Pulo Gadung,Jakarta Timur ,361
20104139,SDN Jatinegara 15 Pagi,SD,Cakung,Jakarta Timur ,505
20104143,SDN Dukuh 09 PAGI,SD,Kramat Jati,Jakarta Timur ,416
20104144,SDN Dukuh 08 Pg.,SD,Kramat Jati,Jakarta Timur ,346
20104147,SDN Dukuh 05 Pg.,SD,Kramat Jati,Jakarta Timur ,382
20104148,SDN DUKUH 04,SD,Kramat Jati,Jakarta Timur ,443
20104151,SDN Dukuh 01,SD,Kramat Jati,Jakarta Timur ,674
20104155,SDN Ciracas 15 Pg.,SD,Ciracas,Jakarta Timur ,441
20104156,SD Negeri Jati 01 Pg.,SD,Pulo Gadung,Jakarta Timur ,207
20104157,SDN Jati 03 Pg.,SD,Pulo Gadung,Jakarta Timur ,564
20104162,SD NEGERI JATINEGARA 10 PAGI,SD,Cakung,Jakarta Timur ,378
20104163,SD NEGERI JATINEGARA 09 PAGI,SD,Cakung,Jakarta Timur ,299
20104164,SDN JATINEGARA 08,SD,Cakung,Jakarta Timur ,579
20104167,SD NEGERI JATINEGARA 02 PAGI,SD,Cakung,Jakarta Timur ,375
20104168,SD Negeri Jatinegara 01 Pagi,SD,Cakung,Jakarta Timur ,628
20104172,SD NEGERI Jati 07 Pg.,SD,Pulo Gadung,Jakarta Timur ,402
20104173,SDN JATI 06,SD,Pulo Gadung,Jakarta Timur ,490
20104174,SD NEGERI JATI 05 PAGI,SD,Pulo Gadung,Jakarta Timur ,356
20104175,SDN Ciracas 14 Pg.,SD,Ciracas,Jakarta Timur ,636
20104176,SDN Kelapa Dua Wetan 01 Pg.,SD,Ciracas,Jakarta Timur ,446
20104178,SDN Munjul 01 Pg.,SD,Cipayung,Jakarta Timur ,752
20104180,SDN Makasar 09 Pg.,SD,Makasar,Jakarta Timur ,382
20104181,SDN MAKASAR 08 PG,SD,Makasar,Jakarta Timur ,381
20104182,SDN Makasar 07 Pg.,SD,Makasar,Jakarta Timur ,343
20104183,SDN Makasar 06 Pg.,SD,Makasar,Jakarta Timur ,478
20104184,SDN Makasar 05 Pg.,SD,Makasar,Jakarta Timur ,437
20104186,SDN Makasar 03,SD,Makasar,Jakarta Timur ,370
20104187,SDN Makasar 02 Pt.,SD,Makasar,Jakarta Timur ,337
20104192,SDN LUBANG BUAYA 13 PAGI,SD,Cipayung,Jakarta Timur ,493
20104193,SDN Lubang Buaya 12 Pg.,SD,Cipayung,Jakarta Timur ,384
20104195,SDN UJUNG MENTENG 04 PAGI,SD,Cakung,Jakarta Timur ,379
20104197,SDN Pinang Ranti 09 Pg.,SD,Makasar,Jakarta Timur ,701
20104198,SDN Pinang Ranti 08 Pagi,SD,Makasar,Jakarta Timur ,302
20104199,SDN Pinang Ranti 07 Pg.,SD,Makasar,Jakarta Timur ,337
20104201,SDN Pinang Ranti 05 Pg.,SD,Makasar,Jakarta Timur ,413
20104202,SDN Pinang Ranti 04 Pg.,SD,Makasar,Jakarta Timur ,343
20104204,SDN Pinang Ranti 02,SD,Makasar,Jakarta Timur ,511
20104205,SDN Penggilingan 03 Pg.,SD,Cakung,Jakarta Timur ,272
20104206,SDN Penggilingan 09 Pg.,SD,Cakung,Jakarta Timur ,518
20104207,SD NEGERI PENGGILINGAN 08 PETANG,SD,Cakung,Jakarta Timur ,345
20104209,SDN Penggilingan 06 Pt.,SD,Cakung,Jakarta Timur ,346
20104210,SDN Penggilingan 04 Petang,SD,Cakung,Jakarta Timur ,256
20104212,SDN Penggilingan 01,SD,Cakung,Jakarta Timur ,549
20104213,SDN LUBANG BUAYA 11 PG,SD,Cipayung,Jakarta Timur ,484
20104218,SDN Kramat Jati 11,SD,Kramat Jati,Jakarta Timur ,630
20104221,SDN Kramat Jati 07,SD,Kramat Jati,Jakarta Timur ,462
20104226,SDN KramatJati 03,SD,Kramat Jati,Jakarta Timur ,535
20104227,SDN Kramat Jati 02 Pg.,SD,Kramat Jati,Jakarta Timur ,398
20104228,SDN Kramat Jati 01 Pg.,SD,Kramat Jati,Jakarta Timur ,464
20104229,SDN KELAPA DUA WETAN 06 PAGI,SD,Ciracas,Jakarta Timur ,571
20104232,SDN Kramat Jati 16 Pg.,SD,Kramat Jati,Jakarta Timur ,204
20104233,SDN Kramat Jati 18 Pg.,SD,Kramat Jati,Jakarta Timur ,297
20104235,SDN Kramat Jati 19 Pg.,SD,Kramat Jati,Jakarta Timur ,344
20104236,SDN LUBANG BUAYA 09,SD,Cipayung,Jakarta Timur ,411
20104237,SDN Lubang Buaya 08 Pg.,SD,Cipayung,Jakarta Timur ,304
20104239,SDN Lubang Buaya 06 Pg.,SD,Cipayung,Jakarta Timur ,760
20104240,SDN Lubang Buaya 05 Pg.,SD,Cipayung,Jakarta Timur ,414
20104241,SDN Lubang Buaya 04 Pg.,SD,Cipayung,Jakarta Timur ,669
20104242,SDN Lubang Buaya 03 Pg.,SD,Cipayung,Jakarta Timur ,558
20104244,SDN Lubang Buaya 01 Pg.,SD,Cipayung,Jakarta Timur ,414
20104247,SDN Kramat Jati 25 Pg.,SD,Kramat Jati,Jakarta Timur ,249
20104248,SDN Kramat Jati 24,SD,Kramat Jati,Jakarta Timur ,583
20104252,SDN Kelapa Dua Wetan 02 Pagi,SD,Ciracas,Jakarta Timur ,586
20104253,SDN CIRACAS 13 PAGI,SD,Ciracas,Jakarta Timur ,633
20104254,SDN CAKUNG TIMUR 06,SD,Cakung,Jakarta Timur ,763
20104255,SDN CAKUNG BARAT 05,SD,Cakung,Jakarta Timur ,466
20104256,SD NEGERI CAKUNG BARAT 04 PAGI,SD,Cakung,Jakarta Timur ,631
20104257,SDN Cakung Barat 03 Pg.,SD,Cakung,Jakarta Timur ,295
20104258,SDN CAKUNG BARAT 02 PAGI,SD,Cakung,Jakarta Timur ,735
20104259,SDN CAKUNG BARAT 01,SD,Cakung,Jakarta Timur ,667
20104260,SDN BATU AMPAR 13 PAGI,SD,Kramat Jati,Jakarta Timur ,320
20104261,SDN BATU AMPAR 12 PAGI,SD,Kramat Jati,Jakarta Timur ,384
20104262,SDN Batu Ampar 11 Pg.,SD,Kramat Jati,Jakarta Timur ,383
20104263,SDN BATU AMPAR 08 PAGI.,SD,Kramat Jati,Jakarta Timur ,376
20104264,SDN Batu Ampar 07 Pg.,SD,Kramat Jati,Jakarta Timur ,248
20104265,SDN BATU AMPAR 06,SD,Kramat Jati,Jakarta Timur ,376
20104266,SDN Batu Ampar 05 Pg.,SD,Kramat Jati,Jakarta Timur ,279
20104269,SDN Batu Ampar 02,SD,Kramat Jati,Jakarta Timur ,636
20104270,SDN BATU AMPAR 01 PAGI,SD,Kramat Jati,Jakarta Timur ,382
20104271,SD NEGERI CAKUNG BARAT 06 PAGI,SD,Cakung,Jakarta Timur ,449
20104272,SDN Cakung Barat 07 Pg.,SD,Cakung,Jakarta Timur ,459
20104273,SD NEGERI CAKUNG BARAT 08 PG,SD,Cakung,Jakarta Timur ,636
20104274,SD NEGERI CAKUNG TIMUR 05 PAGI,SD,Cakung,Jakarta Timur ,446
20104275,SDN Cakung Timur 04 Pg.,SD,Cakung,Jakarta Timur ,378
20104276,SD NEGERI CAKUNG TIMUR 03 PAGI,SD,Cakung,Jakarta Timur ,398
20104277,SDN Cakung Timur 02 Pg.,SD,Cakung,Jakarta Timur ,342
20104278,SDN CAKUNG TIMUR 01,SD,Cakung,Jakarta Timur ,484
20104280,SDN Cakung Barat 18 Pt.,SD,Cakung,Jakarta Timur ,233
20104283,SD NEGERI CAKUNG BARAT 15 PAGI,SD,Cakung,Jakarta Timur ,859
20104311,SDN BAMBU APUS 04 PG,SD,Cipayung,Jakarta Timur ,699
20104312,SDN BAMBU APUS 03 PAGI,SD,Cipayung,Jakarta Timur ,703
20104314,SDN Bambu Apus 01 Pg.,SD,Cipayung,Jakarta Timur ,701
20104315,SDN Bale Kambang 03 Pg.,SD,Kramat Jati,Jakarta Timur ,447
20104316,SDN Balekambang 01 Pg.,SD,Kramat Jati,Jakarta Timur ,383
20104330,SDN Cipinang Melayu 04,SD,Makasar,Jakarta Timur ,695
20104331,SDN Cipinang Melayu 03 Pg.,SD,Makasar,Jakarta Timur ,414
20104334,SDN Cipinang Melayu 01 Pg.,SD,Makasar,Jakarta Timur ,778
20104335,SDN Cipinang 05 Pg.,SD,Pulo Gadung,Jakarta Timur ,380
20104337,SDN Cipinang 03 Pg.,SD,Pulo Gadung,Jakarta Timur ,446
20104344,SDN Cipayung 05 Pg.,SD,Cipayung,Jakarta Timur ,479
20104346,SDN CIPAYUNG 04 PG,SD,Cipayung,Jakarta Timur ,538
20104347,SDN Cipayung 03 Pg.,SD,Cipayung,Jakarta Timur ,441
20104348,SDN Cipinang Melayu 05 Pg.,SD,Makasar,Jakarta Timur ,430
20104351,SDN Ciracas 11 Pg.,SD,Ciracas,Jakarta Timur ,446
20104352,SDN Ciracas 10,SD,Ciracas,Jakarta Timur ,632
20104353,SDN Ciracas 09 Pagi,SD,Ciracas,Jakarta Timur ,371
20104355,SDN Ciracas 07 Pg.,SD,Ciracas,Jakarta Timur ,670
20104356,SDN Ciracas 06 Pg.,SD,Ciracas,Jakarta Timur ,406
20104357,SDN Ciracas 05 Pg.,SD,Ciracas,Jakarta Timur ,433
20104364,SDN Cipinang Melayu 10 Pg.,SD,Makasar,Jakarta Timur ,337
20104365,SDN Cipinang Melayu 09 Pg.,SD,Makasar,Jakarta Timur ,412
20104366,SDN Cipinang Melayu 08 Pg.,SD,Makasar,Jakarta Timur ,381
20104367,SDN Cipayung 02 Pg.,SD,Cipayung,Jakarta Timur ,416
20104368,SDN CIPAYUNG 01 PG,SD,Cipayung,Jakarta Timur ,383
20104369,SDN CEGER 01 PG,SD,Cipayung,Jakarta Timur ,442
20104372,SDN CAWANG 12,SD,Kramat Jati,Jakarta Timur ,315
20104375,SDN Cawang 09,SD,Kramat Jati,Jakarta Timur ,397
20104377,SDN Cawang 07 Pg.,SD,Kramat Jati,Jakarta Timur ,560
20104380,SDN Cawang 04,SD,Kramat Jati,Jakarta Timur ,414
20104383,SDN Cawang 01,SD,Kramat Jati,Jakarta Timur ,825
20104385,SDN CEGER 02 PG,SD,Cipayung,Jakarta Timur ,449
20104389,SDN Cililitan 03 Pg.,SD,Kramat Jati,Jakarta Timur ,285
20104390,SDN Cililitan 02,SD,Kramat Jati,Jakarta Timur ,542
20104391,SDN Cililitan 01 Pagi,SD,Kramat Jati,Jakarta Timur ,382
20104394,SDN CILANGKAP 03 PG,SD,Cipayung,Jakarta Timur ,728
20104396,SDN Cilangkap 01 Pg.,SD,Cipayung,Jakarta Timur ,905
20104400,SDN CIBUBUR 04 PAGI,SD,Ciracas,Jakarta Timur ,757
20104401,SDN Cibubur 03 Pg.,SD,Ciracas,Jakarta Timur ,765
